latitude,longitude,n
32.0769,34.7803,19
32.0769,34.7812,46
32.0769,34.7813,1
32.0769,34.7815,7
32.0769,34.7816,1
32.0769,34.7833,13
32.0769,34.7842,1
32.0769,34.7959,1
32.0769,34.796,3
32.0769,34.7961,5
32.0769,34.7962,2
32.0769,34.7982,13
32.0769,34.7983,26
32.0769,34.7984,52
32.0769,34.8021,94
32.0769,34.8022,141
32.077,34.7671,2
32.077,34.7672,19
32.077,34.7673,80
32.077,34.7674,25
32.077,34.7709,7
32.077,34.7711,37
32.077,34.7713,286
32.077,34.7715,25
32.077,34.7716,73
32.077,34.7717,1
32.077,34.7718,1
32.077,34.7745,1
32.077,34.7746,55
32.077,34.7747,25
32.077,34.7748,226
32.077,34.7762,158
32.077,34.7765,21
32.077,34.7788,1
32.077,34.7789,1
32.077,34.7803,1
32.077,34.7813,26
32.077,34.7832,37
32.077,34.7833,24
32.077,34.7841,67
32.077,34.7934,284
32.077,34.7937,16
32.077,34.7957,1
32.077,34.7959,9
32.077,34.796,186
32.077,34.7961,279
32.077,34.7962,10
32.077,34.7983,3
32.077,34.7984,70
32.077,34.7985,28
32.0771,34.7673,10
32.0771,34.7674,9
32.0771,34.7684,1
32.0771,34.7707,95
32.0771,34.7708,136
32.0771,34.7712,1
32.0771,34.7721,1
32.0771,34.7722,12
32.0771,34.7732,24
32.0771,34.7746,3
32.0771,34.7747,1
32.0771,34.7748,4
32.0771,34.7749,12
32.0771,34.7762,20
32.0771,34.7765,137
32.0771,34.7766,2
32.0771,34.7786,1
32.0771,34.7787,9
32.0771,34.7788,38
32.0771,34.7814,2
32.0771,34.7815,44
32.0771,34.7832,2
32.0771,34.7833,1
32.0771,34.7841,4
32.0771,34.7844,1
32.0771,34.7955,4
32.0771,34.7956,32
32.0771,34.7958,29
32.0771,34.796,8
32.0771,34.7961,19
32.0771,34.7962,1
32.0771,34.7966,21
32.0771,34.7985,84
32.0771,34.802,202
32.0771,34.8021,175
32.0772,34.7708,97
32.0772,34.7715,13
32.0772,34.7716,2
32.0772,34.775,66
32.0772,34.7757,14
32.0772,34.7758,1
32.0772,34.7783,1
32.0772,34.7784,68
32.0772,34.7785,8
32.0772,34.7786,15
32.0772,34.7787,4
32.0772,34.7788,1
32.0772,34.7813,34
32.0772,34.7832,2
32.0772,34.7833,8
32.0772,34.7839,7
32.0772,34.7841,51
32.0772,34.7847,2
32.0772,34.7958,274
32.0772,34.7959,130
32.0772,34.7966,33
32.0772,34.7967,552
32.0772,34.7978,38
32.0772,34.7979,49
32.0772,34.7982,21
32.0772,34.7983,228
32.0772,34.7987,211
32.0772,34.7988,1
32.0772,34.8005,1
32.0772,34.8011,241
32.0773,34.7664,31294
32.0773,34.767,1
32.0773,34.7732,168
32.0773,34.7744,1
32.0773,34.7752,7
32.0773,34.7753,1
32.0773,34.7778,1
32.0773,34.7779,95
32.0773,34.7783,3
32.0773,34.7789,11
32.0773,34.779,1
32.0773,34.7799,2
32.0773,34.7812,18
32.0773,34.7813,32
32.0773,34.7814,1
32.0773,34.7826,2
32.0773,34.7828,36
32.0773,34.7829,2
32.0773,34.783,4
32.0773,34.7831,143
32.0773,34.7832,11
32.0773,34.7841,1
32.0773,34.7842,1
32.0773,34.7845,132
32.0773,34.7846,1
32.0773,34.7847,1
32.0773,34.7849,1
32.0773,34.7914,24
32.0773,34.7917,4
32.0773,34.792,77
32.0773,34.7967,306
32.0773,34.7978,1
32.0773,34.7979,3
32.0773,34.798,76
32.0773,34.7988,62
32.0773,34.7998,1
32.0773,34.8002,289
32.0773,34.8003,1
32.0773,34.8004,257
32.0773,34.8005,1
32.0773,34.8006,2
32.0773,34.8012,21
32.0773,34.8019,8
32.0773,34.802,224
32.0773,34.8021,13
32.0774,34.7674,82
32.0774,34.7733,1
32.0774,34.7735,1
32.0774,34.7752,6
32.0774,34.7765,21
32.0774,34.7773,46
32.0774,34.7774,1
32.0774,34.7775,15
32.0774,34.7777,1
32.0774,34.7789,13
32.0774,34.779,3
32.0774,34.7799,2
32.0774,34.7814,16
32.0774,34.7825,2
32.0774,34.7829,13
32.0774,34.7833,19
32.0774,34.7845,2
32.0774,34.7847,20
32.0774,34.7901,1
32.0774,34.7904,16
32.0774,34.7914,12
32.0774,34.7959,39
32.0774,34.796,132
32.0774,34.7987,1
32.0774,34.8,404
32.0774,34.8001,33
32.0774,34.8002,881
32.0774,34.8003,31
32.0774,34.8006,303
32.0774,34.8007,134
32.0774,34.802,240
32.0775,34.7678,16
32.0775,34.769,31295
32.0775,34.7709,1
32.0775,34.7725,14
32.0775,34.7735,13
32.0775,34.7802,1
32.0775,34.7822,32
32.0775,34.7823,6
32.0775,34.7909,1
32.0775,34.7929,23
32.0775,34.7959,1
32.0775,34.796,154
32.0775,34.7961,1
32.0775,34.7962,6
32.0775,34.7986,28
32.0775,34.7987,23
32.0775,34.7999,3
32.0775,34.8,38
32.0776,34.7678,1
32.0776,34.7718,11
32.0776,34.7727,2
32.0776,34.7728,1
32.0776,34.773,22
32.0776,34.7754,115
32.0776,34.7765,6
32.0776,34.7769,183
32.0776,34.7804,247
32.0776,34.7809,5
32.0776,34.7827,25
32.0776,34.7828,1
32.0776,34.785,10
32.0776,34.7851,4
32.0776,34.7854,139
32.0776,34.7909,40
32.0776,34.7917,84
32.0776,34.7919,26
32.0776,34.7928,2
32.0776,34.7929,284
32.0776,34.793,186
32.0776,34.7967,874
32.0776,34.7968,2
32.0776,34.7969,26
32.0776,34.7987,116
32.0776,34.7988,181
32.0776,34.7992,84
32.0776,34.7993,36
32.0776,34.7994,9
32.0776,34.8005,49
32.0776,34.8006,2
32.0776,34.8007,5
32.0776,34.8009,6
32.0776,34.801,287
32.0776,34.8011,307
32.0777,34.7678,1
32.0777,34.7685,6
32.0777,34.7718,1
32.0777,34.7719,1
32.0777,34.7728,44
32.0777,34.773,45
32.0777,34.7794,17
32.0777,34.7811,14
32.0777,34.7827,31
32.0777,34.7929,2
32.0777,34.793,225
32.0777,34.7967,1
32.0777,34.7968,47
32.0777,34.7969,165
32.0777,34.7987,2
32.0777,34.7988,338
32.0777,34.7992,85
32.0777,34.7993,3
32.0777,34.7994,1
32.0777,34.8009,55
32.0778,34.7679,2
32.0778,34.775,25
32.0778,34.7751,3
32.0778,34.7757,136
32.0778,34.7759,23
32.0778,34.7761,6
32.0778,34.7766,146
32.0778,34.7773,3
32.0778,34.7786,31295
32.0778,34.7792,1
32.0778,34.7793,11
32.0778,34.7794,12
32.0778,34.7796,5
32.0778,34.7812,2
32.0778,34.7832,1
32.0778,34.785,31
32.0778,34.7929,2
32.0778,34.793,112
32.0778,34.7931,59
32.0778,34.7968,8
32.0778,34.797,36
32.0778,34.7988,5
32.0778,34.7989,139
32.0778,34.8008,349
32.0779,34.7678,52
32.0779,34.7679,175
32.0779,34.7693,47
32.0779,34.7694,83
32.0779,34.7724,4
32.0779,34.7727,2
32.0779,34.7728,55
32.0779,34.7751,34
32.0779,34.7752,15
32.0779,34.7766,19
32.0779,34.7793,2
32.0779,34.7794,38
32.0779,34.7801,1
32.0779,34.7802,5
32.0779,34.7812,11
32.0779,34.7832,27
32.0779,34.7848,65
32.0779,34.786,20
32.0779,34.7869,208
32.0779,34.7919,16
32.0779,34.7925,19
32.0779,34.793,39
32.0779,34.7931,81
32.0779,34.7946,10
32.0779,34.797,63
32.0779,34.7983,128
32.0779,34.7984,1
32.0779,34.7985,202
32.0779,34.7986,11
32.0779,34.7987,7
32.0779,34.7988,1
32.0779,34.8008,182
32.0779,34.8013,1
32.0779,34.8015,69
32.0779,34.8016,137
32.078,34.7636,2
32.078,34.7667,20
32.078,34.7678,12
32.078,34.7679,1
32.078,34.768,1
32.078,34.7686,77
32.078,34.7687,79
32.078,34.772,13
32.078,34.7723,15
32.078,34.7724,5
32.078,34.7727,2
32.078,34.7766,24
32.078,34.7773,46
32.078,34.7861,2
32.078,34.7862,41
32.078,34.7871,1
32.078,34.7873,21
32.078,34.7914,31294
32.078,34.792,1
32.078,34.7926,10
32.078,34.7931,14
32.078,34.7932,99
32.078,34.7971,40
32.078,34.7972,1
32.078,34.7982,77
32.078,34.7983,116
32.078,34.7988,89
32.078,34.8001,36
32.078,34.8006,40
32.078,34.8007,196
32.078,34.8008,169
32.078,34.8009,167
32.078,34.8013,209
32.078,34.8014,115
32.0781,34.7694,2
32.0781,34.7705,1
32.0781,34.7719,8
32.0781,34.7755,13
32.0781,34.778,1
32.0781,34.7809,25
32.0781,34.781,37
32.0781,34.7832,24
32.0781,34.7919,18
32.0781,34.7926,2
32.0781,34.7932,1
32.0781,34.7933,236
32.0781,34.7972,1
32.0781,34.7983,39
32.0781,34.7989,3
32.0781,34.7998,25
32.0781,34.8001,10
32.0781,34.8006,94
32.0781,34.8007,239
32.0781,34.8009,37
32.0781,34.8012,329
32.0781,34.8013,105
32.0782,34.7688,1
32.0782,34.7696,14
32.0782,34.7697,30
32.0782,34.7704,94
32.0782,34.7705,1
32.0782,34.7716,30
32.0782,34.773,20
32.0782,34.7766,9
32.0782,34.7767,14
32.0782,34.7768,19
32.0782,34.778,25
32.0782,34.7781,26
32.0782,34.7783,53
32.0782,34.7784,56
32.0782,34.7799,26
32.0782,34.7801,179
32.0782,34.7807,57
32.0782,34.7921,70
32.0782,34.7922,1
32.0782,34.7923,1
32.0782,34.7933,12
32.0782,34.7934,2
32.0782,34.7954,1
32.0782,34.7972,98
32.0782,34.7973,1
32.0782,34.7988,1
32.0782,34.7989,11
32.0782,34.799,17
32.0782,34.7997,15
32.0782,34.7998,3
32.0782,34.7999,75
32.0782,34.8006,1
32.0782,34.8011,102
32.0782,34.8012,208
32.0782,34.8013,9
32.0783,34.7688,42
32.0783,34.7765,201
32.0783,34.7786,85
32.0783,34.7865,40
32.0783,34.7866,23
32.0783,34.7873,29
32.0783,34.7874,1
32.0783,34.79,18
32.0783,34.7922,11
32.0783,34.7923,190
32.0783,34.7924,1
32.0783,34.7948,1
32.0783,34.7976,43
32.0783,34.799,112
32.0783,34.7996,10
32.0783,34.7997,18
32.0783,34.8008,2
32.0783,34.8009,274
32.0784,34.7735,5
32.0784,34.7761,2
32.0784,34.7765,13
32.0784,34.7782,1
32.0784,34.7799,51
32.0784,34.7816,39
32.0784,34.7817,21
32.0784,34.7825,31295
32.0784,34.7865,11
32.0784,34.7874,1
32.0784,34.7877,25
32.0784,34.7879,54
32.0784,34.7885,1
32.0784,34.789,1
32.0784,34.7892,1
32.0784,34.7894,2
32.0784,34.7901,1
32.0784,34.7906,17
32.0784,34.7908,13
32.0784,34.7924,153
32.0784,34.7925,70
32.0784,34.7971,1
32.0784,34.7972,12
32.0784,34.7975,23
32.0784,34.7989,43
32.0784,34.799,108
32.0784,34.7994,3
32.0785,34.7717,172
32.0785,34.7725,78
32.0785,34.7728,22
32.0785,34.7729,1
32.0785,34.773,22
32.0785,34.7732,193
32.0785,34.774,1
32.0785,34.776,6
32.0785,34.7767,1
32.0785,34.7768,3
32.0785,34.7775,64
32.0785,34.7789,11
32.0785,34.7816,1
32.0785,34.7818,1
32.0785,34.7832,7
32.0785,34.7833,2
32.0785,34.789,78
32.0785,34.7891,2
32.0785,34.7894,8
32.0785,34.7906,1
32.0785,34.7927,1
32.0785,34.7931,1
32.0785,34.797,839
32.0785,34.7971,1
32.0785,34.7972,13
32.0785,34.7974,263
32.0785,34.7993,61
32.0786,34.7669,6
32.0786,34.767,1
32.0786,34.7671,1
32.0786,34.7699,1
32.0786,34.77,15
32.0786,34.7725,4
32.0786,34.7726,10
32.0786,34.7728,5
32.0786,34.7756,8
32.0786,34.7784,27
32.0786,34.7785,7
32.0786,34.7798,44
32.0786,34.7803,2
32.0786,34.7805,30
32.0786,34.7831,78
32.0786,34.7832,20
32.0786,34.7886,2
32.0786,34.7887,1
32.0786,34.7906,105
32.0786,34.7907,1
32.0786,34.7912,5
32.0786,34.7913,1
32.0786,34.7927,1
32.0786,34.7928,9
32.0786,34.7969,85
32.0786,34.797,69
32.0786,34.7971,139
32.0786,34.798,31294
32.0786,34.7989,78
32.0786,34.799,131
32.0786,34.8002,8
32.0786,34.8003,217
32.0787,34.769,9
32.0787,34.772,200
32.0787,34.7724,4
32.0787,34.7725,1
32.0787,34.7748,19
32.0787,34.7913,1
32.0787,34.7914,6
32.0787,34.7955,2
32.0787,34.7956,13
32.0787,34.797,62
32.0787,34.7988,32
32.0787,34.7989,66
32.0787,34.799,2
32.0787,34.8001,131
32.0787,34.8003,1
32.0788,34.7701,24
32.0788,34.7702,1
32.0788,34.774,38
32.0788,34.7801,38
32.0788,34.7802,1
32.0788,34.7869,64
32.0788,34.7884,1
32.0788,34.7888,1
32.0788,34.7916,2
32.0788,34.7953,63
32.0788,34.7954,30
32.0788,34.7955,149
32.0788,34.7956,67
32.0788,34.797,87
32.0788,34.7986,53
32.0788,34.7998,171
32.0788,34.7999,84
32.0788,34.8,123
32.0788,34.8001,104
32.0789,34.772,13
32.0789,34.7768,74
32.0789,34.7785,13
32.0789,34.7801,1
32.0789,34.7869,4
32.0789,34.7887,2
32.0789,34.7916,42
32.0789,34.7955,27
32.0789,34.7986,89
32.0789,34.7987,2
32.0789,34.7997,1
32.0789,34.7998,430
32.0789,34.7999,289
32.0789,34.8,320
32.0789,34.8002,27
32.079,34.7702,2
32.079,34.7703,45
32.079,34.7704,2
32.079,34.7705,1
32.079,34.7708,208
32.079,34.771,282
32.079,34.7712,44
32.079,34.7715,18
32.079,34.7718,20
32.079,34.7733,31294
32.079,34.7751,7
32.079,34.7752,3
32.079,34.7754,2
32.079,34.7759,121
32.079,34.7777,67
32.079,34.7781,1
32.079,34.7799,132
32.079,34.7801,25
32.079,34.7868,1
32.079,34.7869,44
32.079,34.787,14
32.079,34.7917,2
32.079,34.7918,2
32.079,34.7998,73
32.079,34.7999,37
32.079,34.8,1
32.0791,34.7683,95
32.0791,34.7698,8
32.0791,34.7699,1
32.0791,34.77,2
32.0791,34.7705,6
32.0791,34.7707,28
32.0791,34.7708,77
32.0791,34.7709,45
32.0791,34.771,1
32.0791,34.7713,181
32.0791,34.7715,60
32.0791,34.7716,40
32.0791,34.7717,16
32.0791,34.7718,2
32.0791,34.7719,1
32.0791,34.7727,5
32.0791,34.7752,4
32.0791,34.7754,2
32.0791,34.778,13
32.0791,34.7781,13
32.0791,34.7791,31294
32.0791,34.7799,15
32.0791,34.7801,1
32.0791,34.7802,9
32.0791,34.7834,31295
32.0791,34.7857,59
32.0791,34.7858,1
32.0791,34.786,19
32.0791,34.7866,71
32.0791,34.7867,61
32.0791,34.7869,2
32.0791,34.787,90
32.0791,34.7912,9
32.0791,34.7921,61
32.0792,34.7671,346
32.0792,34.7672,56
32.0792,34.7681,8
32.0792,34.7683,1
32.0792,34.7685,19
32.0792,34.7686,1
32.0792,34.769,2
32.0792,34.7691,1
32.0792,34.7719,7
32.0792,34.7739,2
32.0792,34.7749,1
32.0792,34.7799,10
32.0792,34.78,6
32.0792,34.7814,1
32.0792,34.785,28
32.0792,34.7853,67
32.0792,34.7854,24
32.0792,34.7858,3
32.0792,34.7862,285
32.0792,34.7884,31295
32.0792,34.7921,1
32.0793,34.7672,138
32.0793,34.7694,5
32.0793,34.7722,3
32.0793,34.7777,39
32.0793,34.7778,92
32.0793,34.7829,27
32.0793,34.784,7
32.0793,34.7841,1
32.0793,34.7843,32
32.0793,34.7844,13
32.0793,34.785,1
32.0793,34.7852,76
32.0793,34.7889,4
32.0793,34.799,1
32.0794,34.7672,67
32.0794,34.7673,1
32.0794,34.7722,9
32.0794,34.7739,2
32.0794,34.775,10
32.0794,34.7803,15
32.0794,34.7818,21
32.0794,34.7821,187
32.0794,34.7823,1
32.0794,34.7825,15
32.0794,34.7826,2
32.0794,34.7827,51
32.0794,34.7828,1
32.0794,34.7829,46
32.0794,34.783,18
32.0794,34.7867,158
32.0794,34.7957,10
32.0794,34.7999,3
32.0795,34.768,1
32.0795,34.7739,10
32.0795,34.7769,31295
32.0795,34.7818,39
32.0795,34.7819,6
32.0795,34.7833,173
32.0795,34.7868,1
32.0795,34.7888,7
32.0795,34.7966,10
32.0796,34.7761,1
32.0796,34.7762,10
32.0796,34.7763,24
32.0796,34.7764,1
32.0796,34.7793,1
32.0796,34.7824,6
32.0796,34.7833,76
32.0796,34.7834,1
32.0796,34.7856,17
32.0796,34.7868,41
32.0796,34.7914,47
32.0796,34.7915,1
32.0796,34.7927,116
32.0796,34.7928,98
32.0796,34.7942,1
32.0796,34.8004,1
32.0797,34.7728,15
32.0797,34.7763,5
32.0797,34.7777,1
32.0797,34.78,1
32.0797,34.7801,128
32.0797,34.7833,6
32.0797,34.7856,24
32.0797,34.7867,12
32.0797,34.7868,26
32.0797,34.7914,24
32.0797,34.7927,260
32.0797,34.7928,85
32.0797,34.7955,10
32.0798,34.7716,112
32.0798,34.772,1
32.0798,34.7728,1
32.0798,34.7729,4
32.0798,34.7734,136
32.0798,34.7735,67
32.0798,34.7744,31295
32.0798,34.7791,37
32.0798,34.7799,1
32.0798,34.78,9
32.0798,34.7833,3
32.0798,34.7834,13
32.0798,34.7856,36
32.0798,34.7867,38
32.0798,34.7868,1
32.0798,34.7878,4
32.0798,34.7884,1
32.0798,34.7893,3
32.0798,34.7954,8
32.0798,34.7955,10
32.0799,34.7694,121
32.0799,34.7695,24
32.0799,34.7696,35
32.0799,34.7713,32
32.0799,34.7723,2
32.0799,34.773,2
32.0799,34.7731,20
32.0799,34.7759,75
32.0799,34.7801,63
32.0799,34.7867,9
32.0799,34.7876,16
32.0799,34.7905,28
32.0799,34.7906,21
32.0799,34.7955,3
32.08,34.7689,31295
32.08,34.7696,6
32.08,34.7712,86
32.08,34.7723,9
32.08,34.7739,18
32.08,34.7759,1
32.08,34.7764,1
32.08,34.7799,2
32.08,34.7841,1
32.08,34.785,3
32.08,34.7866,3
32.08,34.7887,25
32.08,34.7907,71
32.0801,34.7712,1
32.0801,34.7723,1
32.0801,34.7724,6
32.0801,34.7752,11
32.0801,34.7772,1
32.0801,34.7778,42
32.0801,34.7785,11
32.0801,34.7799,149
32.0801,34.7844,49
32.0801,34.786,31295
32.0801,34.7887,1
32.0801,34.7931,110
32.0802,34.7674,273
32.0802,34.7675,1
32.0802,34.7723,21
32.0802,34.7724,39
32.0802,34.773,42
32.0802,34.7738,12
32.0802,34.7753,125
32.0802,34.7778,12
32.0802,34.7779,1
32.0802,34.7781,1
32.0802,34.7823,20
32.0802,34.7826,9
32.0802,34.7836,185
32.0802,34.7852,2
32.0802,34.7886,54
32.0802,34.7887,53
32.0802,34.7916,8
32.0802,34.793,45
32.0802,34.7931,22
32.0803,34.7675,18
32.0803,34.7684,2
32.0803,34.7723,72
32.0803,34.7724,2
32.0803,34.7739,87
32.0803,34.7773,66
32.0803,34.7786,7
32.0803,34.7799,111
32.0803,34.7801,21
32.0803,34.7823,1
32.0803,34.7825,1
32.0803,34.7826,45
32.0803,34.7829,11
32.0803,34.7851,2
32.0803,34.7852,6
32.0804,34.7675,350
32.0804,34.7753,2
32.0804,34.776,2
32.0804,34.779,48
32.0804,34.7791,153
32.0804,34.7792,2
32.0804,34.7825,1
32.0804,34.7826,1
32.0804,34.7852,19
32.0804,34.7871,1
32.0804,34.7873,10
32.0804,34.7906,80
32.0804,34.7916,58
32.0804,34.7979,1
32.0805,34.7696,23
32.0805,34.7698,1
32.0805,34.7713,4
32.0805,34.7722,20
32.0805,34.7754,68
32.0805,34.776,24
32.0805,34.782,25
32.0805,34.7872,170
32.0805,34.7873,47
32.0805,34.7892,1
32.0805,34.7893,51
32.0805,34.7932,15
32.0806,34.7697,1
32.0806,34.7698,22
32.0806,34.7699,1
32.0806,34.77,274
32.0806,34.7708,14
32.0806,34.7713,1
32.0806,34.7724,83
32.0806,34.7745,16
32.0806,34.776,126
32.0806,34.7761,1
32.0806,34.7766,9
32.0806,34.7767,1
32.0806,34.7821,27
32.0806,34.7872,58
32.0806,34.788,31295
32.0806,34.7894,2
32.0806,34.7916,55
32.0806,34.7928,32
32.0806,34.7974,1
32.0807,34.7693,1
32.0807,34.7697,2
32.0807,34.7698,4
32.0807,34.7699,1
32.0807,34.77,48
32.0807,34.7724,36
32.0807,34.7761,12
32.0807,34.7791,1
32.0807,34.7797,31294
32.0807,34.7813,1
32.0807,34.7821,8
32.0807,34.7894,10
32.0807,34.7921,31
32.0807,34.7932,1
32.0808,34.7686,31294
32.0808,34.7692,73
32.0808,34.7723,19
32.0808,34.7724,98
32.0808,34.7756,1
32.0808,34.7766,2
32.0808,34.7774,8
32.0808,34.7786,1
32.0808,34.7789,9
32.0808,34.7812,1
32.0808,34.7814,11
32.0808,34.7831,56
32.0808,34.7836,2
32.0808,34.7842,25
32.0808,34.7853,2
32.0808,34.7933,4
32.0809,34.7755,1
32.0809,34.7756,16
32.0809,34.7774,4
32.0809,34.7784,1
32.0809,34.7785,15
32.0809,34.7786,94
32.0809,34.7788,22
32.0809,34.7789,5
32.0809,34.779,87
32.0809,34.7814,2
32.0809,34.7821,31
32.0809,34.7824,13
32.0809,34.7825,4
32.0809,34.7826,8
32.0809,34.7827,7
32.0809,34.7828,8
32.0809,34.7829,67
32.0809,34.783,1
32.0809,34.7833,3
32.0809,34.7869,104
32.0809,34.7887,31294
32.081,34.7724,7
32.081,34.7783,27
32.081,34.7788,1
32.081,34.781,35
32.081,34.7827,9
32.081,34.7828,28
32.081,34.7829,18
32.081,34.7869,1
32.081,34.7871,9
32.081,34.7895,10
32.081,34.7934,16
32.0811,34.7691,8
32.0811,34.773,3
32.0811,34.7755,6
32.0811,34.7756,1
32.0811,34.7809,1
32.0811,34.7831,5
32.0811,34.7846,1
32.0811,34.7847,4
32.0811,34.7853,128
32.0811,34.787,24
32.0811,34.7871,2
32.0811,34.7893,1
32.0811,34.7933,1
32.0811,34.7934,1
32.0812,34.7683,27
32.0812,34.769,329
32.0812,34.7691,100
32.0812,34.7698,28
32.0812,34.7706,110
32.0812,34.7721,17
32.0812,34.7722,28
32.0812,34.7746,27
32.0812,34.7769,212
32.0812,34.7773,19
32.0812,34.7812,1
32.0812,34.7813,14
32.0812,34.7831,68
32.0812,34.7847,26
32.0812,34.7853,2
32.0812,34.7854,201
32.0812,34.7872,120
32.0812,34.788,48
32.0812,34.7893,1
32.0812,34.7917,31295
32.0812,34.7934,26
32.0813,34.769,177
32.0813,34.7692,1
32.0813,34.7695,4
32.0813,34.7698,1
32.0813,34.7699,363
32.0813,34.7707,16
32.0813,34.7717,2
32.0813,34.7719,10
32.0813,34.7721,6
32.0813,34.7722,27
32.0813,34.7731,35
32.0813,34.7756,5
32.0813,34.7757,1
32.0813,34.7775,1
32.0813,34.7776,1
32.0813,34.7813,1
32.0813,34.7853,37
32.0813,34.787,34
32.0813,34.7871,214
32.0813,34.788,1
32.0813,34.7893,10
32.0814,34.7711,5
32.0814,34.7712,83
32.0814,34.7717,49
32.0814,34.7746,3
32.0814,34.7756,4
32.0814,34.7757,124
32.0814,34.7758,106
32.0814,34.7763,31294
32.0814,34.7776,18
32.0814,34.7802,21
32.0814,34.7808,11
32.0814,34.7836,17
32.0814,34.7847,1
32.0814,34.7851,2
32.0814,34.7853,38
32.0814,34.7854,2
32.0814,34.7871,34
32.0814,34.788,2
32.0814,34.7881,67
32.0814,34.7888,72
32.0814,34.7934,49
32.0815,34.7724,1
32.0815,34.7755,1
32.0815,34.7756,5
32.0815,34.7757,88
32.0815,34.7758,1
32.0815,34.7794,3
32.0815,34.7803,116
32.0815,34.7808,1
32.0815,34.7847,25
32.0815,34.788,13
32.0816,34.7701,1
32.0816,34.7702,30
32.0816,34.7708,161
32.0816,34.775,1
32.0816,34.7756,4
32.0816,34.7794,1
32.0816,34.7808,1
32.0816,34.7871,1
32.0816,34.788,75
32.0816,34.7881,16
32.0816,34.7888,317
32.0816,34.789,3
32.0816,34.7926,42
32.0816,34.7927,2
32.0817,34.7681,1
32.0817,34.7691,1
32.0817,34.7692,1
32.0817,34.7741,31295
32.0817,34.7756,11
32.0817,34.779,1
32.0817,34.7808,12
32.0817,34.7838,14
32.0817,34.7872,19
32.0817,34.7881,2
32.0817,34.7921,21
32.0817,34.7935,4
32.0818,34.7681,1
32.0818,34.7734,69
32.0818,34.7735,51
32.0818,34.7736,1
32.0818,34.7757,1
32.0818,34.7758,1
32.0818,34.777,4
32.0818,34.7776,31295
32.0818,34.7802,2
32.0818,34.7826,18
32.0818,34.7827,1
32.0818,34.7839,18
32.0818,34.7853,24
32.0818,34.7854,196
32.0818,34.7888,1
32.0818,34.7889,78
32.0818,34.7918,24
32.0818,34.7919,1
32.0818,34.7935,37
32.0819,34.7681,1
32.0819,34.7729,2
32.0819,34.7734,1
32.0819,34.7735,8
32.0819,34.7758,237
32.0819,34.7788,1
32.0819,34.7829,32
32.0819,34.784,3
32.0819,34.7853,1
32.0819,34.7865,1
32.0819,34.787,33
32.0819,34.7889,11
32.0819,34.7918,10
32.0819,34.7931,6
32.0819,34.7932,4
32.0819,34.7935,1
32.082,34.7684,1
32.082,34.7694,51
32.082,34.7695,2
32.082,34.7722,3
32.082,34.7725,1
32.082,34.7729,6
32.082,34.7771,69
32.082,34.7791,30
32.082,34.7834,69
32.082,34.7841,30
32.082,34.7842,190
32.082,34.7843,1
32.082,34.7858,102
32.082,34.7861,9
32.082,34.7863,8
32.082,34.7865,145
32.082,34.7867,1
32.082,34.7872,2
32.082,34.7889,5
32.082,34.7918,31
32.082,34.7919,1
32.082,34.7926,2
32.082,34.793,60
32.082,34.7937,6
32.082,34.794,173
32.082,34.7972,1
32.0821,34.7695,20
32.0821,34.7771,33
32.0821,34.7785,9
32.0821,34.7802,10
32.0821,34.7817,31294
32.0821,34.7831,11
32.0821,34.7832,66
32.0821,34.7842,18
32.0821,34.7843,24
32.0821,34.7852,20
32.0821,34.7854,27
32.0821,34.7858,44
32.0821,34.7867,30
32.0821,34.7881,5
32.0821,34.7882,81
32.0821,34.7888,9
32.0821,34.7889,1
32.0821,34.7921,8
32.0821,34.7922,14
32.0821,34.7935,21
32.0821,34.7936,1
32.0821,34.7937,13
32.0821,34.794,1
32.0822,34.7712,28224
32.0822,34.7713,87
32.0822,34.7714,92
32.0822,34.7844,32
32.0822,34.7845,67
32.0822,34.7846,4796
32.0822,34.7848,49
32.0822,34.7851,9
32.0822,34.7853,6
32.0822,34.7882,335
32.0822,34.7914,125
32.0822,34.7915,4
32.0822,34.7916,117
32.0822,34.7917,13
32.0822,34.792,1
32.0823,34.7713,59
32.0823,34.7725,1
32.0823,34.7726,27
32.0823,34.7766,5
32.0823,34.7776,1
32.0823,34.7822,22
32.0823,34.7845,19
32.0823,34.7846,7
32.0823,34.7849,16
32.0823,34.7889,1
32.0823,34.7909,2
32.0823,34.7913,67
32.0823,34.7915,124
32.0823,34.7916,94
32.0823,34.7919,126
32.0823,34.792,48
32.0824,34.7821,130
32.0824,34.7824,61
32.0824,34.7845,1
32.0824,34.7879,27
32.0824,34.7903,3
32.0824,34.7909,26
32.0824,34.7914,8
32.0824,34.7919,1
32.0824,34.7946,1
32.0825,34.7825,41
32.0825,34.7837,52
32.0825,34.7843,31
32.0825,34.7844,19
32.0825,34.7874,27
32.0825,34.7889,3
32.0825,34.7903,11
32.0825,34.7904,2
32.0825,34.7906,1
32.0825,34.7914,35
32.0825,34.7919,69
32.0825,34.792,4
32.0826,34.7724,1
32.0826,34.7776,1
32.0826,34.785,8
32.0826,34.7896,24
32.0826,34.7897,1
32.0826,34.7898,12
32.0826,34.79,1
32.0826,34.7964,14
32.0827,34.7708,1
32.0827,34.772,3
32.0827,34.7723,17
32.0827,34.7724,23
32.0827,34.7732,1
32.0827,34.7739,4
32.0827,34.7753,47
32.0827,34.7767,21
32.0827,34.7787,3
32.0827,34.7788,3
32.0827,34.779,4
